Datetime,Open,High,Low,Close,Adj Close,Volume
2021-12-31 13:30:00-05:00,177.6100006,177.6950073,177.5700073,177.5950012,177.5950012,0
2021-12-31 13:31:00-05:00,177.5950012,177.6199951,177.5,177.5498962,177.5498962,94884
2021-12-31 13:32:00-05:00,177.5500031,177.6600037,177.5410004,177.6399994,177.6399994,71624
2021-12-31 13:33:00-05:00,177.6399994,177.7789001,177.6300964,177.75,177.75,143784
2021-12-31 13:34:00-05:00,177.7400055,177.9100037,177.7400055,177.7857971,177.7857971,276125
2021-12-31 13:35:00-05:00,177.7850037,177.8099976,177.75,177.7700043,177.7700043,97539
2021-12-31 13:36:00-05:00,177.7566986,177.7599945,177.670105,177.6999969,177.6999969,79921
2021-12-31 13:37:00-05:00,177.6950073,177.7200012,177.6201019,177.6300049,177.6300049,92703
2021-12-31 13:38:00-05:00,177.6298981,177.6381989,177.6100006,177.6197968,177.6197968,51223
2021-12-31 13:39:00-05:00,177.6199951,177.6573944,177.6100006,177.6300049,177.6300049,61587
2021-12-31 13:40:00-05:00,177.6300049,177.6380005,177.5500031,177.5700989,177.5700989,106342
2021-12-31 13:41:00-05:00,177.5800018,177.5910034,177.5099945,177.5233002,177.5233002,197074
2021-12-31 13:42:00-05:00,177.5299988,177.5599976,177.4499969,177.4698029,177.4698029,81401
2021-12-31 13:43:00-05:00,177.4600067,177.5099945,177.4501038,177.4799957,177.4799957,56146
2021-12-31 13:44:00-05:00,177.4900055,177.4900055,177.4199982,177.4499969,177.4499969,79593
2021-12-31 13:45:00-05:00,177.4499969,177.4499969,177.3999939,177.4080048,177.4080048,95038
2021-12-31 13:46:00-05:00,177.4049988,177.4400024,177.3605957,177.3699036,177.3699036,84933
2021-12-31 13:47:00-05:00,177.3630981,177.4600067,177.3549957,177.4349976,177.4349976,111945
2021-12-31 13:48:00-05:00,177.4299927,177.4750061,177.4199982,177.4600067,177.4600067,69280
2021-12-31 13:49:00-05:00,177.4600067,177.4799957,177.3999939,177.4499969,177.4499969,89114
2021-12-31 13:50:00-05:00,177.4414978,177.4499969,177.3999939,177.4299927,177.4299927,51048
2021-12-31 13:51:00-05:00,177.4400024,177.5,177.4299927,177.4998932,177.4998932,66098
2021-12-31 13:52:00-05:00,177.4900055,177.4998932,177.4299927,177.4450073,177.4450073,78910
2021-12-31 13:53:00-05:00,177.4499969,177.4871063,177.4199982,177.4600983,177.4600983,60359
2021-12-31 13:54:00-05:00,177.4694061,177.4949951,177.4600067,177.4900055,177.4900055,57195
2021-12-31 13:55:00-05:00,177.4987946,177.6000061,177.4799957,177.5299988,177.5299988,168296
2021-12-31 13:56:00-05:00,177.5299988,177.5749969,177.5110016,177.5299988,177.5299988,85168
2021-12-31 13:57:00-05:00,177.5399933,177.5500031,177.4799957,177.5399933,177.5399933,90518
2021-12-31 13:58:00-05:00,177.5399933,177.5500031,177.5099945,177.5200043,177.5200043,73710
2021-12-31 13:59:00-05:00,177.5149994,177.5500031,177.5099945,177.5500031,177.5500031,54789
2021-12-31 14:00:00-05:00,177.5500031,177.5699005,177.4799957,177.5350037,177.5350037,116161
