Datetime,Open,High,Low,Close,Adj Close,Volume
2022-05-24 14:30:00-04:00,112.5199966430664,112.58000183105469,112.5199966430664,112.54000091552734,112.54000091552734,0
2022-05-24 14:31:00-04:00,112.52999877929688,112.55000305175781,112.48999786376953,112.54000091552734,112.54000091552734,4641
2022-05-24 14:32:00-04:00,112.58000183105469,112.62999725341797,112.58000183105469,112.62999725341797,112.62999725341797,2117
2022-05-24 14:33:00-04:00,112.66000366210938,112.69999694824219,112.63999938964844,112.69999694824219,112.69999694824219,1875
2022-05-24 14:34:00-04:00,112.69000244140625,112.70999908447266,112.68000030517578,112.70500183105469,112.70500183105469,3357
2022-05-24 14:35:00-04:00,112.70999908447266,112.76000213623047,112.70999908447266,112.76000213623047,112.76000213623047,4057
2022-05-24 14:36:00-04:00,112.7750015258789,112.7750015258789,112.73999786376953,112.7699966430664,112.7699966430664,1769
2022-05-24 14:37:00-04:00,112.79000091552734,112.8499984741211,112.77999877929688,112.8499984741211,112.8499984741211,3062
2022-05-24 14:38:00-04:00,112.85710144042969,112.91999816894531,112.8499984741211,112.91999816894531,112.91999816894531,3702
2022-05-24 14:39:00-04:00,112.88999938964844,112.88999938964844,112.83999633789062,112.86000061035156,112.86000061035156,2627
2022-05-24 14:40:00-04:00,112.86000061035156,112.87999725341797,112.80999755859375,112.80999755859375,112.80999755859375,2760
2022-05-24 14:41:00-04:00,112.7699966430664,112.80999755859375,112.7699966430664,112.80999755859375,112.80999755859375,2267
2022-05-24 14:42:00-04:00,112.79000091552734,112.80000305175781,112.76000213623047,112.79000091552734,112.79000091552734,2197
2022-05-24 14:43:00-04:00,112.7750015258789,112.77999877929688,112.70999908447266,112.7300033569336,112.7300033569336,3057
2022-05-24 14:44:00-04:00,112.70999908447266,112.72000122070312,112.61000061035156,112.6500015258789,112.6500015258789,13455
2022-05-24 14:45:00-04:00,112.63999938964844,112.69999694824219,112.63999938964844,112.68000030517578,112.68000030517578,2199
2022-05-24 14:46:00-04:00,112.66000366210938,112.68000030517578,112.62999725341797,112.63999938964844,112.63999938964844,1291
2022-05-24 14:47:00-04:00,112.6050033569336,112.61000061035156,112.5999984741211,112.5999984741211,112.5999984741211,2898
2022-05-24 14:48:00-04:00,112.61579895019531,112.62000274658203,112.51000213623047,112.5250015258789,112.5250015258789,5016
2022-05-24 14:49:00-04:00,112.45999908447266,112.48200225830078,112.44000244140625,112.48200225830078,112.48200225830078,1544
2022-05-24 14:50:00-04:00,112.48999786376953,112.48999786376953,112.41000366210938,112.41000366210938,112.41000366210938,5297
2022-05-24 14:51:00-04:00,112.43499755859375,112.48999786376953,112.43000030517578,112.48999786376953,112.48999786376953,3328
2022-05-24 14:52:00-04:00,112.4800033569336,112.51689910888672,112.47000122070312,112.51689910888672,112.51689910888672,2794
2022-05-24 14:53:00-04:00,112.52999877929688,112.55999755859375,112.5199966430664,112.55000305175781,112.55000305175781,4261
2022-05-24 14:54:00-04:00,112.55999755859375,112.55999755859375,112.5199966430664,112.55000305175781,112.55000305175781,3940
2022-05-24 14:55:00-04:00,112.54000091552734,112.55000305175781,112.48999786376953,112.52850341796875,112.52850341796875,3129
2022-05-24 14:56:00-04:00,112.53720092773438,112.55999755859375,112.52999877929688,112.54499816894531,112.54499816894531,4858
2022-05-24 14:57:00-04:00,112.55999755859375,112.58999633789062,112.55000305175781,112.58000183105469,112.58000183105469,3023
2022-05-24 14:58:00-04:00,112.55999755859375,112.62999725341797,112.54000091552734,112.62999725341797,112.62999725341797,6209
2022-05-24 14:59:00-04:00,112.63099670410156,112.63469696044922,112.56999969482422,112.58999633789062,112.58999633789062,5932
2022-05-24 15:00:00-04:00,112.5999984741211,112.5999984741211,112.55999755859375,112.56999969482422,112.56999969482422,1956
2022-05-24 15:01:00-04:00,112.56999969482422,112.63999938964844,112.56999969482422,112.63999938964844,112.63999938964844,4085
2022-05-24 15:02:00-04:00,112.6448974609375,112.6500015258789,112.58000183105469,112.63999938964844,112.63999938964844,3167
2022-05-24 15:03:00-04:00,112.6500015258789,112.79000091552734,112.63860321044922,112.79000091552734,112.79000091552734,4300
2022-05-24 15:04:00-04:00,112.77999877929688,112.83000183105469,112.76270294189453,112.7699966430664,112.7699966430664,2327
2022-05-24 15:05:00-04:00,112.77069854736328,112.80999755859375,112.76000213623047,112.80999755859375,112.80999755859375,10563
2022-05-24 15:06:00-04:00,112.7699966430664,112.80999755859375,112.76000213623047,112.80999755859375,112.80999755859375,3310
2022-05-24 15:07:00-04:00,112.80000305175781,112.80000305175781,112.76000213623047,112.77999877929688,112.77999877929688,6806
2022-05-24 15:08:00-04:00,112.76000213623047,112.91999816894531,112.76000213623047,112.91999816894531,112.91999816894531,20822
2022-05-24 15:09:00-04:00,112.91999816894531,112.91999816894531,112.87999725341797,112.9000015258789,112.9000015258789,5134
2022-05-24 15:10:00-04:00,112.9000015258789,112.97000122070312,112.9000015258789,112.95999908447266,112.95999908447266,5540
2022-05-24 15:11:00-04:00,112.93000030517578,112.9800033569336,112.93000030517578,112.97000122070312,112.97000122070312,4028
2022-05-24 15:12:00-04:00,112.98999786376953,113.01499938964844,112.94000244140625,112.94000244140625,112.94000244140625,9472
2022-05-24 15:13:00-04:00,112.93000030517578,112.93000030517578,112.91999816894531,112.91999816894531,112.91999816894531,1915
2022-05-24 15:14:00-04:00,112.93000030517578,112.95999908447266,112.9000015258789,112.95989990234375,112.95989990234375,5763
2022-05-24 15:15:00-04:00,112.95700073242188,112.98999786376953,112.91000366210938,112.91999816894531,112.91999816894531,4993
2022-05-24 15:16:00-04:00,112.93000030517578,113.0,112.91999816894531,112.97000122070312,112.97000122070312,4990
2022-05-24 15:17:00-04:00,112.94999694824219,113.01000213623047,112.93000030517578,113.01000213623047,113.01000213623047,4755
2022-05-24 15:18:00-04:00,113.01000213623047,113.05000305175781,113.01000213623047,113.0199966430664,113.0199966430664,5579
2022-05-24 15:19:00-04:00,113.0,113.03500366210938,112.97000122070312,113.03500366210938,113.03500366210938,6541
2022-05-24 15:20:00-04:00,113.04000091552734,113.04000091552734,112.94000244140625,112.94000244140625,112.94000244140625,5751
2022-05-24 15:21:00-04:00,112.98500061035156,113.05000305175781,112.95500183105469,113.05000305175781,113.05000305175781,4371
2022-05-24 15:22:00-04:00,113.08000183105469,113.1500015258789,113.0739974975586,113.12000274658203,113.12000274658203,11275
2022-05-24 15:23:00-04:00,113.0999984741211,113.12999725341797,113.05999755859375,113.0999984741211,113.0999984741211,7338
2022-05-24 15:24:00-04:00,113.08999633789062,113.125,113.04000091552734,113.04000091552734,113.04000091552734,5392
2022-05-24 15:25:00-04:00,113.04000091552734,113.08999633789062,113.0199966430664,113.06999969482422,113.06999969482422,5427
2022-05-24 15:26:00-04:00,113.08499908447266,113.12000274658203,113.05999755859375,113.06999969482422,113.06999969482422,6371
2022-05-24 15:27:00-04:00,113.08000183105469,113.16000366210938,113.08000183105469,113.13999938964844,113.13999938964844,6069
2022-05-24 15:28:00-04:00,113.1500015258789,113.1500015258789,113.05000305175781,113.0999984741211,113.0999984741211,4387
2022-05-24 15:29:00-04:00,113.1050033569336,113.16000366210938,113.08999633789062,113.1500015258789,113.1500015258789,5406
2022-05-24 15:30:00-04:00,113.19000244140625,113.19000244140625,113.12000274658203,113.16999816894531,113.16999816894531,8322
2022-05-24 15:31:00-04:00,113.19000244140625,113.19000244140625,113.06999969482422,113.08000183105469,113.08000183105469,5887
2022-05-24 15:32:00-04:00,113.0999984741211,113.12999725341797,113.08999633789062,113.11000061035156,113.11000061035156,8953
2022-05-24 15:33:00-04:00,113.0999984741211,113.0999984741211,113.05000305175781,113.08999633789062,113.08999633789062,3362
2022-05-24 15:34:00-04:00,113.0999984741211,113.0999984741211,113.02999877929688,113.05000305175781,113.05000305175781,4418
2022-05-24 15:35:00-04:00,113.05999755859375,113.22000122070312,113.05999755859375,113.22000122070312,113.22000122070312,13679
2022-05-24 15:36:00-04:00,113.19999694824219,113.30999755859375,113.19000244140625,113.19999694824219,113.19999694824219,11058
